Id_Itinerario,Targa,Strada,Lat,Lng,VelocitaLimite,VelocitaRilevata,Km
0,BM518SO,"Milan, Italy",45.4654122,9.185966,50,35,0
0,BM518SO,Piazza Cordusio,45.4652391,9.1862011,90,87,0.03
0,BM518SO,Via Orefici,45.4636062,9.1884997,130,125,0.26
0,BM518SO,Piazza del Duomo,45.4647005,9.1885516,130,124,0.12
0,BM518SO,Via Giuseppe Mengoni,45.4660339,9.1884904,130,124,0.15
0,BM518SO,Via Santa Margherita,45.4665738,9.1889772,90,97,0.07
0,BM518SO,Via Silvio Pellico,45.4657372,9.189253,50,58,0.1
1,BM518SO,"Via Silvio Pellico, 8, 20121 Milano, Italy",45.4657372,9.189253,50,0,0
1,BM518SO,Via Silvio Pellico,45.4651526,9.1892549,90,99,0.07
1,BM518SO,Via Carlo Cattaneo,45.4651448,9.1885629,50,51,0.05
1,BM518SO,Via Giuseppe Mengoni,45.4660339,9.1884904,50,45,0.1
1,BM518SO,Via Santa Margherita,45.4669622,9.1893594,90,88,0.12
1,BM518SO,Piazza della Scala,45.4674588,9.1900112,130,123,0.07
1,BM518SO,Via Alessandro Manzoni,45.4723891,9.1953639,90,95,0.69
1,BM518SO,Via Palestro,45.4718413,9.2024356,50,47,0.61
1,BM518SO,Corso Venezia,45.4706215,9.2010583,90,89,0.17
1,BM518SO,Via Gabrio Serbelloni,45.4701835,9.201619,90,87,0.07
1,BM518SO,Via Cappuccini,45.4706187,9.2053914,50,52,0.3
1,BM518SO,Viale Luigi Majno,45.4679042,9.2057157,90,91,0.3
1,BM518SO,Viale Bianca Maria,45.4626628,9.2065323,130,122,0.59
1,BM518SO,Piazza Cinque Giornate,45.461855,9.206676,130,135,0.09
1,BM518SO,Viale Regina Margherita,45.4574338,9.2044867,90,84,0.53
1,BM518SO,Viale Emilio Caldara,45.4524748,9.2018663,90,80,0.59
1,BM518SO,Corso di Porta Romana,45.4604349,9.1885149,90,90,1.37
1,BM518SO,Piazza Giuseppe Missori,45.4612105,9.1884206,50,57,0.1
1,BM518SO,Via Maurizio Gonzaga,45.4620303,9.1897553,90,91,0.14
1,BM518SO,Via Guglielmo Marconi,45.4632419,9.1899345,50,47,0.2
1,BM518SO,Via Dogana,45.4633101,9.1885159,50,41,0.11
2,BM518SO,"Via Giuseppe Mazzini, 8, 20123 Milano, Italy",45.4633101,9.1885159,50,44,0
2,BM518SO,Via Cappellari,45.4632419,9.1899345,50,47,0.11
2,BM518SO,Via Guglielmo Marconi,45.4627078,9.1899317,90,82,0.06
2,BM518SO,Via Maurizio Gonzaga,45.4612105,9.1884206,130,139,0.23
2,BM518SO,Via Giuseppe Mazzini,45.4611221,9.1883402,90,90,0.01
2,BM518SO,Piazza Giuseppe Missori,45.4605761,9.1883452,90,82,0.06
2,BM518SO,Corso Italia,45.4560254,9.1873985,50,42,0.51
