Id_Itinerario,Targa,Strada,Lat,Lng,VelocitaLimite,VelocitaRilevata,Km
0,BN146AV,"Corso Venezia, 11, 20121 Milano, Italy",45.467718,9.1983271,50,2,0
0,BN146AV,Via della Spiga,45.4687976,9.1992396,50,50,0.14
0,BN146AV,Via Senato,45.4722757,9.1952014,50,53,0.5
0,BN146AV,Via Fatebenefratelli,45.4729602,9.1879209,90,86,0.59
0,BN146AV,Via Pontaccio,45.4720908,9.1839051,50,59,0.33
0,BN146AV,Via Tivoli,45.4717748,9.182273,50,48,0.13
0,BN146AV,Foro Buonaparte,45.4684627,9.1825364,50,43,0.41
0,BN146AV,Largo Cairoli,45.4679386,9.1781434,90,97,0.39
0,BN146AV,Piazzale Luigi Cadorna,45.4682641,9.1775069,50,48,0.06
0,BN146AV,Piazzale Luigi Cadorna,45.4679864,9.1767964,90,81,0.09
0,BN146AV,Via Giosuè Carducci,45.4614926,9.1734501,50,51,0.78
0,BN146AV,Via Edmondo de Amicis,45.4574752,9.1806572,50,52,0.72
1,BN146AV,"Corso di Porta Ticinese, 39, 20123 Milano, Italy",45.4574504,9.1807155,50,5,0
1,BN146AV,Corso di Porta Ticinese,45.4573868,9.1809168,90,80,0.02
1,BN146AV,Via Molino delle Armi,45.4560254,9.1873985,50,58,0.53
1,BN146AV,Via Santa Sofia,45.4576026,9.193402,90,92,0.51
1,BN146AV,Corso di Porta Romana,45.4585082,9.1918751,50,56,0.16
1,BN146AV,Via Lentasio,45.4580534,9.1912833,50,47,0.07
2,BN146AV,"Via Lentasio, 3, 20122 Milano, Italy",45.4580534,9.1912833,50,4,0
2,BN146AV,Via S. Senatore,45.4575097,9.1900583,90,84,0.12
2,BN146AV,Via Sant'Eufemia,45.4573991,9.187553,130,120,0.2
2,BN146AV,Corso Italia,45.4560254,9.1873985,130,131,0.15
2,BN146AV,Via Santa Sofia,45.4576026,9.193402,90,97,0.51
2,BN146AV,Via Francesco Sforza,45.4632066,9.1987455,130,125,0.75
2,BN146AV,Via Uberto Visconti di Modrone,45.4669948,9.2005457,130,139,0.46
2,BN146AV,Corso Monforte,45.4668071,9.1977978,90,96,0.22
2,BN146AV,Corso Giacomo Matteotti,45.4669519,9.1937582,50,46,0.32
2,BN146AV,Piazza Filippo Meda,45.4667327,9.1928391,50,41,0.08
2,BN146AV,Via S. Paolo,45.4654893,9.1936174,50,40,0.15
2,BN146AV,Via Agnello,45.4661243,9.1916334,50,57,0.2
2,BN146AV,Via Ragazzi del '99,45.4658637,9.1912943,50,42,0.04
3,BN146AV,"Via S. Raffaele, 6, 20121 Milano, Italy",45.4658637,9.1912943,50,28,0
3,BN146AV,Via Ragazzi del '99,45.4658637,9.1912943,50,57,0.0
4,BN146AV,"Via S. Raffaele, 3, 20121 Milano, Italy",45.4658637,9.1912943,50,14,0
4,BN146AV,Via Agnello,45.4661243,9.1916334,90,93,0.04
4,BN146AV,Via Ulrico Hoepli,45.4666313,9.192872,50,56,0.14
4,BN146AV,Via S. Paolo,45.4667327,9.1928391,90,81,0.01
4,BN146AV,Piazza Filippo Meda,45.4669519,9.1937582,130,123,0.08
4,BN146AV,Corso Giacomo Matteotti,45.4668071,9.1977978,130,123,0.32
4,BN146AV,Corso Venezia,45.4706215,9.2010583,90,80,0.5
4,BN146AV,Via Gabrio Serbelloni,45.4690904,9.2021458,130,132,0.19
4,BN146AV,Via Mozart,45.4693869,9.2039449,90,99,0.14
4,BN146AV,Via Vivaio,45.4675633,9.2045413,90,90,0.21
4,BN146AV,Corso Monforte,45.4667857,9.1990612,50,43,0.44
4,BN146AV,Via Cino del Duca,45.4657696,9.199331,50,57,0.12
4,BN146AV,Via Borgogna,45.46581,9.1985004,50,42,0.07
4,BN146AV,Largo Arturo Toscanini,45.4658486,9.1976273,90,82,0.07
4,BN146AV,Corso Europa,45.4645134,9.1966393,50,49,0.17
4,BN146AV,Largo Corsia dei Servi,45.4643512,9.1955137,50,46,0.15
