Id_Itinerario,Targa,Strada,Lat,Lng,VelocitaLimite,VelocitaRilevata,Km
0,BT865EU,"Piazza del Carmine, 2, 20121 Milano, Italy",45.4701887,9.1848271,50,45,0
0,BT865EU,Via Cusani,45.4689505,9.1853539,50,54,0.14
0,BT865EU,Via dell'Orso,45.4691786,9.1882506,50,45,0.23
0,BT865EU,Via Giuseppe Verdi,45.4674588,9.1900112,50,56,0.24
0,BT865EU,Via Alessandro Manzoni,45.4697657,9.1924709,50,54,0.32
0,BT865EU,Via Bigli,45.4676971,9.1945357,90,80,0.29
0,BT865EU,Via Pietro Verri,45.4669519,9.1937582,50,41,0.11
0,BT865EU,Piazza Filippo Meda,45.4669161,9.193467,50,50,0.02
1,BT865EU,"Corso Giacomo Matteotti, 4, 20121 Milano, Italy",45.4669161,9.193467,50,36,0
1,BT865EU,Via Pietro Verri,45.4669519,9.1937582,90,98,0.02
1,BT865EU,Corso Giacomo Matteotti,45.4668071,9.1977978,90,96,0.32
1,BT865EU,Corso Venezia,45.4706215,9.2010583,130,138,0.5
1,BT865EU,Via Gabrio Serbelloni,45.4690904,9.2021458,90,82,0.19
1,BT865EU,Via Mozart,45.4693869,9.2039449,130,128,0.14
1,BT865EU,Via Vivaio,45.4675633,9.2045413,90,83,0.21
1,BT865EU,Corso Monforte,45.4667857,9.1990612,50,53,0.44
1,BT865EU,Via Cino del Duca,45.4657696,9.199331,90,98,0.12
1,BT865EU,Via Borgogna,45.46581,9.1985004,130,134,0.07
1,BT865EU,Largo Arturo Toscanini,45.4658486,9.1976273,130,135,0.07
1,BT865EU,Corso Europa,45.4645134,9.1966393,90,87,0.17
1,BT865EU,Largo Corsia dei Servi,45.4643512,9.1955137,50,45,0.15
2,BT865EU,"Galleria del Corso, 3, 20122 Milano, Italy",45.4643258,9.1955017,50,28,0
2,BT865EU,Corso Europa,45.4630655,9.194874,50,55,0.19
2,BT865EU,Piazza Fontana,45.4629669,9.1949855,90,96,0.01
2,BT865EU,Via Larga,45.4607712,9.1909982,50,59,0.4
2,BT865EU,Via Alberico Albricci,45.4610617,9.1894791,50,46,0.12
3,BT865EU,"Via Alberico Albricci, 3, 20122 Milano, Italy",45.4610617,9.1894791,50,32,0
3,BT865EU,Via Maurizio Gonzaga,45.4613035,9.1887147,50,55,0.07
3,BT865EU,Via Maurizio Gonzaga,45.4612105,9.1884206,90,82,0.03
3,BT865EU,Via Giuseppe Mazzini,45.4611221,9.1883402,130,120,0.01
3,BT865EU,Via Alberico Albricci,45.4606757,9.1908889,90,88,0.2
3,BT865EU,Via Larga,45.4628686,9.1950435,50,54,0.41
3,BT865EU,Via Verziere,45.4629282,9.1954673,50,50,0.03
4,BT865EU,"Via Verziere, 2, 20122 Milano, Italy",45.4629282,9.1954673,50,42,0
4,BT865EU,Via Carlo Giuseppe Merlo,45.4629272,9.1970411,90,90,0.12
4,BT865EU,Corso di Porta Vittoria,45.4622635,9.2032236,130,133,0.51
4,BT865EU,Via Podgora,45.4610964,9.2034608,90,99,0.13
4,BT865EU,Via Enrico Besana,45.4600177,9.2063958,50,43,0.26
4,BT865EU,Viale Regina Margherita,45.4574338,9.2044867,50,43,0.32
4,BT865EU,Viale Emilio Caldara,45.4524748,9.2018663,50,52,0.59
4,BT865EU,Corso di Porta Romana,45.4604349,9.1885149,90,84,1.37
4,BT865EU,Piazza Giuseppe Missori,45.4612105,9.1884206,50,47,0.1
4,BT865EU,Via Maurizio Gonzaga,45.4620303,9.1897553,50,58,0.14
4,BT865EU,Via Flavio Baracchini,45.4613188,9.191134,50,59,0.14
