Id_Itinerario,Targa,Strada,Lat,Lng,VelocitaLimite,VelocitaRilevata,Km
0,EW568KJ,"Piazza S. Sepolcro, 20123 Milano, Italy",45.4629006,9.1853479,50,46,0
0,EW568KJ,Via Cardinal Federico,45.4628651,9.1855118,50,58,0.01
0,EW568KJ,Via Cardinal Federico,45.4631899,9.1859768,90,89,0.05
0,EW568KJ,Via delle Asole,45.4625928,9.1868609,50,52,0.1
0,EW568KJ,Via Torino,45.4637355,9.188277,50,49,0.17
0,EW568KJ,Piazza del Duomo,45.4647005,9.1885516,90,86,0.14
0,EW568KJ,Via Giuseppe Mengoni,45.4660339,9.1884904,130,125,0.15
0,EW568KJ,Via Santa Margherita,45.4669622,9.1893594,90,93,0.12
0,EW568KJ,Piazza della Scala,45.4674588,9.1900112,130,132,0.07
0,EW568KJ,Via Alessandro Manzoni,45.4697657,9.1924709,130,135,0.32
0,EW568KJ,Via Bigli,45.4676971,9.1945357,90,85,0.29
0,EW568KJ,Via Pietro Verri,45.4681748,9.1953271,50,52,0.08
0,EW568KJ,Via Monte Napoleone,45.4690022,9.1943926,50,54,0.12
0,EW568KJ,Via Gesù,45.4693857,9.1950161,50,42,0.07
1,EW568KJ,"Via Gesù, 6, 20121 Milano, Italy",45.4693857,9.1950161,50,46,0
1,EW568KJ,Via della Spiga,45.470363,9.1966091,50,44,0.17
1,EW568KJ,Via della Spiga,45.4708146,9.1960759,50,49,0.07
1,EW568KJ,Via Santo Spirito,45.4694179,9.1938481,50,50,0.23
1,EW568KJ,Via Monte Napoleone,45.4700351,9.1927897,90,96,0.11
1,EW568KJ,Via Alessandro Manzoni,45.4722757,9.1952014,130,123,0.31
1,EW568KJ,Via Fatebenefratelli,45.4729602,9.1879209,90,90,0.59
1,EW568KJ,Via Pontaccio,45.4720908,9.1839051,130,126,0.33
1,EW568KJ,Via Tivoli,45.4717748,9.182273,130,132,0.13
1,EW568KJ,Foro Buonaparte,45.4684627,9.1825364,130,126,0.41
1,EW568KJ,Largo Cairoli,45.4679386,9.1781434,90,97,0.39
1,EW568KJ,Piazzale Luigi Cadorna,45.4682641,9.1775069,130,132,0.06
1,EW568KJ,Piazzale Luigi Cadorna,45.4679864,9.1767964,90,96,0.09
1,EW568KJ,Via Giosuè Carducci,45.4614926,9.1734501,130,129,0.78
1,EW568KJ,Via Edmondo de Amicis,45.4573868,9.1809168,90,91,0.74
1,EW568KJ,Via Molino delle Armi,45.4560254,9.1873985,50,55,0.53
1,EW568KJ,Via Santa Sofia,45.4569516,9.1903423,50,48,0.25
2,EW568KJ,"Via Santa Sofia, 20122 Milano, Italy",45.4569516,9.1903423,50,42,0
2,EW568KJ,Via S. Calimero,45.4576026,9.193402,90,95,0.25
2,EW568KJ,Corso di Porta Romana,45.4585082,9.1918751,90,93,0.16
2,EW568KJ,Via Lentasio,45.4575097,9.1900583,50,59,0.19
2,EW568KJ,Via Sant'Eufemia,45.4573991,9.187553,50,48,0.2
2,EW568KJ,Corso Italia,45.4570096,9.1875003,50,41,0.04
2,EW568KJ,Via Crocefisso,45.457197,9.1844287,90,89,0.24
2,EW568KJ,Via della Chiusa,45.4587773,9.1846379,50,58,0.18
2,EW568KJ,Via Olmetto,45.4601392,9.1863898,50,59,0.21
2,EW568KJ,Via Amedei,45.4607018,9.1863452,50,58,0.06
3,EW568KJ,"Piazza Sant'Alessandro, 3, 20123 Milano, Italy",45.4607023,9.1863558,50,43,0
3,EW568KJ,Via della Palla,45.4612204,9.1864281,90,87,0.06
3,EW568KJ,Via Lupetta,45.4617521,9.186537,130,131,0.06
3,EW568KJ,Via degli Arcimboldi,45.4620434,9.1874254,130,123,0.08
3,EW568KJ,Via dell'Unione,45.4614195,9.1877434,90,80,0.07
3,EW568KJ,Piazza Giuseppe Missori,45.4609126,9.1880738,50,57,0.06
4,EW568KJ,"Piazza Giuseppe Missori, Milano, Italy",45.4609126,9.1880738,50,2,0
4,EW568KJ,Via Zebedia,45.460489,9.1882838,50,56,0.05
4,EW568KJ,Corso Italia,45.4560254,9.1873985,90,93,0.5
4,EW568KJ,Via Santa Sofia,45.4576026,9.193402,90,85,0.51
4,EW568KJ,Via Francesco Sforza,45.4632066,9.1987455,90,85,0.75
4,EW568KJ,Via Uberto Visconti di Modrone,45.4669948,9.2005457,50,41,0.46
4,EW568KJ,Via S. Damiano,45.468199,9.1997779,90,86,0.15
4,EW568KJ,Via Mozart,45.4693869,9.2039449,130,132,0.36
4,EW568KJ,Via Vivaio,45.4675633,9.2045413,90,82,0.21
4,EW568KJ,Corso Monforte,45.4671166,9.2017093,50,41,0.23
