Id_Itinerario,Targa,Strada,Lat,Lng,VelocitaLimite,VelocitaRilevata,Km
0,DU364BU,"Corso Venezia, 15, 20121 Milano, Italy",45.4683513,9.1988528,50,36,0
0,DU364BU,Via della Spiga,45.4687976,9.1992396,50,54,0.06
0,DU364BU,Via Senato,45.4722757,9.1952014,50,53,0.5
0,DU364BU,Via Fatebenefratelli,45.4729602,9.1879209,50,53,0.59
0,DU364BU,Via Pontaccio,45.4720908,9.1839051,50,45,0.33
0,DU364BU,Via Tivoli,45.4717748,9.182273,90,89,0.13
0,DU364BU,Foro Buonaparte,45.4685713,9.1826402,90,94,0.39
0,DU364BU,Via Cusani,45.4687482,9.1842369,50,43,0.13
0,DU364BU,Via Rovello,45.4674079,9.1843498,50,42,0.16
1,DU364BU,"Via Rovello, 3, 20121 Milano, Italy",45.4674079,9.1843498,50,15,0
1,DU364BU,Via S. Tomaso,45.4671889,9.1845187,50,57,0.03
1,DU364BU,Via S. Tomaso,45.4675123,9.1857193,90,96,0.1
1,DU364BU,Via Broletto,45.4689505,9.1853539,130,135,0.16
1,DU364BU,Via dell'Orso,45.4691786,9.1882506,130,139,0.23
1,DU364BU,Via Giuseppe Verdi,45.4674588,9.1900112,130,138,0.24
1,DU364BU,Via Alessandro Manzoni,45.4723891,9.1953639,90,99,0.69
1,DU364BU,Via Palestro,45.4718413,9.2024356,50,49,0.61
1,DU364BU,Corso Venezia,45.4683513,9.1988528,50,48,0.48
2,DU364BU,"Corso Venezia, 15, 20121 Milano, Italy",45.4683513,9.1988528,50,2,0
2,DU364BU,Corso Monforte,45.4668071,9.1977978,90,94,0.19
2,DU364BU,Corso Giacomo Matteotti,45.4669519,9.1937582,90,80,0.32
2,DU364BU,Piazza Filippo Meda,45.4667327,9.1928391,130,135,0.08
2,DU364BU,Via S. Paolo,45.4654893,9.1936174,90,89,0.15
2,DU364BU,Via Agnello,45.4657967,9.192143,50,55,0.14
3,DU364BU,"Via Santa Radegonda, 5, 20121 Milano, Italy",45.4657967,9.192143,50,42,0
3,DU364BU,Via Ulrico Hoepli,45.4659223,9.1919478,50,43,0.02
3,DU364BU,Via Ulrico Hoepli,45.4666313,9.192872,90,98,0.11
3,DU364BU,Via S. Paolo,45.4667327,9.1928391,90,99,0.01
3,DU364BU,Piazza Filippo Meda,45.4669519,9.1937582,50,55,0.08
3,DU364BU,Corso Giacomo Matteotti,45.4668071,9.1977978,90,94,0.32
3,DU364BU,Corso Venezia,45.4706215,9.2010583,50,43,0.5
3,DU364BU,Via Gabrio Serbelloni,45.4690904,9.2021458,50,54,0.19
3,DU364BU,Via Mozart,45.4693869,9.2039449,90,95,0.14
3,DU364BU,Via Vivaio,45.4675633,9.2045413,130,138,0.21
3,DU364BU,Corso Monforte,45.4667857,9.1990612,90,87,0.44
3,DU364BU,Via Cino del Duca,45.4657696,9.199331,130,122,0.12
3,DU364BU,Via Borgogna,45.46581,9.1985004,130,126,0.07
3,DU364BU,Largo Arturo Toscanini,45.4658486,9.1976273,90,87,0.07
3,DU364BU,Corso Europa,45.4641662,9.196308,50,59,0.22
4,DU364BU,"Corso Europa, 9, 20122 Milano, Italy",45.4641662,9.196308,50,1,0
4,DU364BU,Via Felice Cavallotti,45.4636145,9.1958035,50,55,0.07
4,DU364BU,Largo dei Bersaglieri,45.4630655,9.194874,90,80,0.1
4,DU364BU,Piazza Fontana,45.4629669,9.1949855,90,86,0.01
4,DU364BU,Via Verziere,45.4629272,9.1970411,50,43,0.17
4,DU364BU,Largo Augusto,45.4631924,9.1976719,50,57,0.06
