Id_Itinerario,Targa,Strada,Lat,Lng,VelocitaLimite,VelocitaRilevata,Km
0,BO743EV,"Largo Augusto, 10, 20122 Milano, Italy",45.4631924,9.1976719,50,46,0
0,BO743EV,Largo Augusto,45.4634153,9.1979222,90,91,0.03
0,BO743EV,Largo Augusto,45.4631785,9.1971317,130,128,0.09
0,BO743EV,Largo Augusto,45.4623757,9.1979677,130,139,0.12
0,BO743EV,Via Francesco Sforza,45.4632066,9.1987455,90,81,0.11
0,BO743EV,Via Uberto Visconti di Modrone,45.4669948,9.2005457,50,45,0.46
0,BO743EV,Via S. Damiano,45.4687976,9.1992396,50,47,0.23
0,BO743EV,Corso Venezia,45.4683513,9.1988528,50,54,0.06
1,BO743EV,"Corso Venezia, 15, 20121 Milano, Italy",45.4683513,9.1988528,50,29,0
1,BO743EV,Via della Spiga,45.4706215,9.2010583,50,49,0.31
1,BO743EV,Via Gabrio Serbelloni,45.4690904,9.2021458,90,96,0.19
1,BO743EV,Via Mozart,45.4693869,9.2039449,90,88,0.14
1,BO743EV,Via Vivaio,45.4675633,9.2045413,90,95,0.21
1,BO743EV,Corso Monforte,45.4667857,9.1990612,130,127,0.44
1,BO743EV,Via Cino del Duca,45.4657696,9.199331,90,82,0.12
1,BO743EV,Via Borgogna,45.46581,9.1985004,90,87,0.07
1,BO743EV,Largo Arturo Toscanini,45.4658486,9.1976273,90,98,0.07
1,BO743EV,Corso Europa,45.4636145,9.1958035,130,125,0.29
1,BO743EV,Largo dei Bersaglieri,45.4630655,9.194874,90,91,0.1
1,BO743EV,Piazza Fontana,45.4629669,9.1949855,50,45,0.01
1,BO743EV,Via Larga,45.4621546,9.193161,50,50,0.17
2,BO743EV,"Via Larga, 8, 20122 Milano, Italy",45.4621546,9.193161,50,31,0
2,BO743EV,Via Palazzo Reale,45.4607712,9.1909982,50,56,0.23
2,BO743EV,Via Alberico Albricci,45.4605652,9.1908427,90,95,0.03
2,BO743EV,Piazza Velasca,45.4597857,9.1897773,90,96,0.12
2,BO743EV,Corso di Porta Romana,45.4576026,9.193402,50,52,0.37
2,BO743EV,Via Francesco Sforza,45.4632066,9.1987455,90,99,0.75
2,BO743EV,Largo Augusto,45.4631785,9.1971317,90,82,0.15
2,BO743EV,Via Verziere,45.4629669,9.1949855,90,85,0.17
2,BO743EV,Via Larga,45.4625308,9.1938721,50,47,0.1
2,BO743EV,Via S. Clemente,45.4634792,9.1936331,50,40,0.11
2,BO743EV,Piazza Fontana,45.4639437,9.193596,50,56,0.05
3,BO743EV,"Piazza Fontana, 3, 20122 Milano, Italy",45.4639437,9.193596,50,1,0
3,BO743EV,Via dell'Arcivescovado,45.4634792,9.1936331,50,42,0.05
3,BO743EV,Via S. Clemente,45.4630689,9.1936733,50,53,0.05
3,BO743EV,Via delle Ore,45.4627096,9.192545,90,84,0.1
3,BO743EV,Via Francesco Pecorari,45.4621702,9.1912527,130,125,0.12
3,BO743EV,Via Rastrelli,45.4627072,9.1902623,90,91,0.1
3,BO743EV,Via Maurizio Gonzaga,45.4612105,9.1884206,50,48,0.26
3,BO743EV,Via Giuseppe Mazzini,45.4611221,9.1883402,50,59,0.01
3,BO743EV,Piazza Giuseppe Missori,45.4605761,9.1883452,50,56,0.06
3,BO743EV,Corso Italia,45.4560254,9.1873985,50,44,0.51
3,BO743EV,Via Santa Sofia,45.4573489,9.1925222,50,56,0.43
4,BO743EV,"Via S. Calimero, 9, 20122 Milano, Italy",45.4573588,9.1925813,50,4,0
4,BO743EV,Via S. Calimero,45.4576026,9.193402,90,81,0.07
4,BO743EV,Via Francesco Sforza,45.4632066,9.1987455,90,87,0.75
4,BO743EV,Via Uberto Visconti di Modrone,45.4669948,9.2005457,90,89,0.46
4,BO743EV,Corso Monforte,45.4668071,9.1977978,130,136,0.22
4,BO743EV,Corso Giacomo Matteotti,45.4669519,9.1937582,130,134,0.32
4,BO743EV,Piazza Filippo Meda,45.4667327,9.1928391,90,94,0.08
4,BO743EV,Via S. Paolo,45.4654893,9.1936174,130,135,0.15
4,BO743EV,Via Agnello,45.4661243,9.1916334,90,88,0.2
4,BO743EV,Via Ragazzi del '99,45.4658637,9.1912943,50,55,0.04
